valley_location,PPI
71.0,0.0
151.0,800.0
192.0,410.0
234.0,420.0
308.0,740.0
387.0,790.0
464.0,770.0
551.0,870.0
625.0,740.0
692.0,670.0
757.0,650.0
822.0,650.0
886.0,640.0
952.0,660.0
1020.0,680.0
1090.0,700.0
1161.0,710.0
1229.0,680.0
1292.0,630.0
1353.0,610.0
1415.0,620.0
1478.0,630.0
1545.0,670.0
1614.0,690.0
1683.0,690.0
1755.0,720.0
1827.0,720.0
1898.0,710.0
1963.0,650.0
2032.0,690.0
2101.0,690.0
2174.0,730.0
2248.0,740.0
2324.0,760.0
2362.0,380.0
2400.0,380.0
2471.0,710.0
2541.0,700.0
2609.0,680.0
2672.0,630.0
2736.0,640.0
2802.0,660.0
2873.0,710.0
2946.0,730.0
3020.0,740.0
3092.0,720.0
3162.0,700.0
3234.0,720.0
3310.0,760.0
3388.0,780.0
3465.0,770.0
3540.0,750.0
3617.0,770.0
3690.0,730.0
3761.0,710.0
3828.0,670.0
3894.0,660.0
3963.0,690.0
4032.0,690.0
4103.0,710.0
4182.0,790.0
4259.0,770.0
4333.0,740.0
4403.0,700.0
4479.0,760.0
4559.0,800.0
4638.0,790.0
4716.0,780.0
4791.0,750.0
4862.0,710.0
4930.0,680.0
4999.0,690.0
5069.0,700.0
5140.0,710.0
5208.0,680.0
5277.0,690.0
5345.0,680.0
5414.0,690.0
5483.0,690.0
5552.0,690.0
5613.0,610.0
5655.0,420.0
5741.0,860.0
5802.0,610.0
5864.0,620.0
5929.0,650.0
5996.0,670.0
6061.0,650.0
6128.0,670.0
6197.0,690.0
6269.0,720.0
6344.0,750.0
6409.0,650.0
6477.0,680.0
6543.0,660.0
6609.0,660.0
6675.0,660.0
6743.0,680.0
6809.0,660.0
6872.0,630.0
6935.0,630.0
6998.0,630.0
7058.0,600.0
7119.0,610.0
7183.0,640.0
7252.0,690.0
7324.0,720.0
7396.0,720.0
7462.0,660.0
7524.0,620.0
7587.0,630.0
7648.0,610.0
7709.0,610.0
7769.0,600.0
7827.0,580.0
7886.0,590.0
7947.0,610.0
8016.0,690.0
8081.0,650.0
8142.0,610.0
8202.0,600.0
8327.0,1250.0
8391.0,640.0
8454.0,630.0
8517.0,630.0
8576.0,590.0
8636.0,600.0
8699.0,630.0
8761.0,620.0
8841.0,800.0
8921.0,800.0
8999.0,780.0
9037.0,380.0
9082.0,450.0
9151.0,690.0
9220.0,690.0
9291.0,710.0
9366.0,750.0
9440.0,740.0
9477.0,370.0
9514.0,370.0
9587.0,730.0
9661.0,740.0
9731.0,700.0
9799.0,680.0
9863.0,640.0
9927.0,640.0
9994.0,670.0
10064.0,700.0
10141.0,770.0
10216.0,750.0
10293.0,770.0
10359.0,660.0
10424.0,650.0
10488.0,640.0
10553.0,650.0
10616.0,630.0
10680.0,640.0
10747.0,670.0
10813.0,660.0
10882.0,690.0
10949.0,670.0
11016.0,670.0
11082.0,660.0
11149.0,670.0
11216.0,670.0
