valley_location,PPI
111.0,0.0
180.0,690.0
250.0,700.0
325.0,750.0
405.0,800.0
486.0,810.0
565.0,790.0
634.0,690.0
702.0,680.0
772.0,700.0
845.0,730.0
915.0,700.0
984.0,690.0
1060.0,760.0
1146.0,860.0
1232.0,860.0
1309.0,770.0
1393.0,840.0
1475.0,820.0
1554.0,790.0
1631.0,770.0
1714.0,830.0
1794.0,800.0
1872.0,780.0
1955.0,830.0
2038.0,830.0
2119.0,810.0
2198.0,790.0
2282.0,840.0
2362.0,800.0
2443.0,810.0
2524.0,810.0
2607.0,830.0
2691.0,840.0
2771.0,800.0
2861.0,900.0
2947.0,860.0
3026.0,790.0
3112.0,860.0
3203.0,910.0
3292.0,890.0
3370.0,780.0
3453.0,830.0
3544.0,910.0
3630.0,860.0
3708.0,780.0
3791.0,830.0
3871.0,800.0
3951.0,800.0
4030.0,790.0
4107.0,770.0
4186.0,790.0
4264.0,780.0
4340.0,760.0
4426.0,860.0
4506.0,800.0
4585.0,790.0
4665.0,800.0
4746.0,810.0
4817.0,710.0
4890.0,730.0
4964.0,740.0
5041.0,770.0
5113.0,720.0
5181.0,680.0
5249.0,680.0
5322.0,730.0
5398.0,760.0
5469.0,710.0
5534.0,650.0
5600.0,660.0
5662.0,620.0
5723.0,610.0
5784.0,610.0
5842.0,580.0
5899.0,570.0
5956.0,570.0
6018.0,620.0
6083.0,650.0
6147.0,640.0
6210.0,630.0
6275.0,650.0
6337.0,620.0
6399.0,620.0
6464.0,650.0
6535.0,710.0
6610.0,750.0
6687.0,770.0
6764.0,770.0
6840.0,760.0
6913.0,730.0
6988.0,750.0
7054.0,660.0
7118.0,640.0
7183.0,650.0
7251.0,680.0
7323.0,720.0
7397.0,740.0
7475.0,780.0
7556.0,810.0
7635.0,790.0
7715.0,800.0
7802.0,870.0
7880.0,780.0
7951.0,710.0
8022.0,710.0
8099.0,770.0
8175.0,760.0
8250.0,750.0
8320.0,700.0
8391.0,710.0
8464.0,730.0
8546.0,820.0
8634.0,880.0
8719.0,850.0
8800.0,810.0
8877.0,770.0
8954.0,770.0
9027.0,730.0
9095.0,680.0
9164.0,690.0
9238.0,740.0
9317.0,790.0
9397.0,800.0
9479.0,820.0
9563.0,840.0
9640.0,770.0
9717.0,770.0
9793.0,760.0
9869.0,760.0
9941.0,720.0
10009.0,680.0
10081.0,720.0
10159.0,780.0
10237.0,780.0
10312.0,750.0
10387.0,750.0
10465.0,780.0
10540.0,750.0
10613.0,730.0
10680.0,670.0
10749.0,690.0
10823.0,740.0
10897.0,740.0
10968.0,710.0
11038.0,700.0
11108.0,700.0
11178.0,700.0
11244.0,660.0
11308.0,640.0
11377.0,690.0
11447.0,700.0
