RRI_inf,PPI_pix
644.53125,650.0
640.625,660.0
652.34375,670.0
656.25,690.0
660.15625,700.0
667.96875,710.0
671.875,720.0
687.5,690.0
691.40625,700.0
695.3125,700.0
687.5,720.0
695.3125,580.0
699.21875,630.0
699.21875,670.0
699.21875,670.0
695.3125,2000.0
660.15625,640.0
667.96875,620.0
652.34375,730.0
652.34375,660.0
660.15625,640.0
671.875,660.0
664.0625,670.0
667.96875,650.0
671.875,670.0
671.875,650.0
671.875,640.0
671.875,630.0
664.0625,650.0
660.15625,640.0
656.25,660.0
644.53125,660.0
644.53125,650.0
484.375,700.0
785.15625,680.0
628.90625,700.0
632.8125,700.0
636.71875,670.0
648.4375,700.0
660.15625,700.0
656.25,690.0
640.625,710.0
621.09375,700.0
644.53125,680.0
644.53125,640.0
656.25,650.0
660.15625,660.0
652.34375,640.0
644.53125,700.0
644.53125,640.0
652.34375,690.0
664.0625,620.0
664.0625,700.0
660.15625,680.0
656.25,630.0
652.34375,670.0
652.34375,700.0
648.4375,680.0
644.53125,650.0
652.34375,930.0
667.96875,950.0
679.6875,630.0
687.5,620.0
699.21875,610.0
664.0625,650.0
683.59375,650.0
527.34375,670.0
183.59375,1280.0
601.5625,650.0
875.0,640.0
203.125,640.0
554.6875,670.0
425.78125,650.0
312.5,650.0
742.1875,630.0
730.46875,650.0
718.75,660.0
707.03125,700.0
703.125,610.0
683.59375,670.0
667.96875,640.0
667.96875,640.0
675.78125,650.0
675.78125,650.0
683.59375,630.0
695.3125,680.0
699.21875,670.0
703.125,680.0
707.03125,710.0
707.03125,660.0
699.21875,690.0
703.125,720.0
703.125,730.0
703.125,760.0
699.21875,760.0
703.125,750.0
691.40625,730.0
484.375,710.0
222.65625,730.0
70.3125,700.0
636.71875,710.0
367.1875,670.0
343.75,660.0
535.15625,680.0
179.6875,650.0
285.15625,690.0
437.5,680.0
367.1875,700.0
351.5625,710.0
542.96875,710.0
160.15625,710.0
382.8125,680.0
343.75,710.0
699.21875,710.0
691.40625,700.0
675.78125,700.0
675.78125,700.0
671.875,680.0
671.875,710.0
687.5,710.0
703.125,720.0
707.03125,710.0
707.03125,710.0
703.125,720.0
695.3125,720.0
691.40625,720.0
687.5,700.0
695.3125,700.0
695.3125,680.0
687.5,690.0
687.5,660.0
691.40625,680.0
687.5,670.0
691.40625,690.0
695.3125,700.0
687.5,720.0
664.0625,700.0
667.96875,710.0
671.875,700.0
699.21875,690.0
710.9375,680.0
691.40625,680.0
679.6875,700.0
652.34375,670.0
656.25,690.0
652.34375,700.0
648.4375,680.0
664.0625,700.0
695.3125,700.0
730.46875,710.0
742.1875,660.0
