RRI_inf,PPI_pix
652.34375,640.0
648.4375,620.0
640.625,680.0
339.84375,630.0
292.96875,640.0
625.0,640.0
601.5625,560.0
605.46875,610.0
605.46875,580.0
593.75,610.0
593.75,610.0
601.5625,620.0
613.28125,600.0
621.09375,630.0
640.625,640.0
656.25,670.0
667.96875,670.0
675.78125,680.0
675.78125,670.0
667.96875,650.0
652.34375,670.0
648.4375,660.0
640.625,620.0
636.71875,630.0
636.71875,620.0
636.71875,640.0
636.71875,620.0
644.53125,650.0
648.4375,650.0
656.25,660.0
664.0625,670.0
683.59375,690.0
687.5,700.0
691.40625,690.0
683.59375,670.0
695.3125,710.0
683.59375,670.0
687.5,690.0
683.59375,680.0
683.59375,680.0
679.6875,680.0
675.78125,660.0
679.6875,690.0
683.59375,690.0
683.59375,690.0
675.78125,670.0
683.59375,690.0
679.6875,650.0
679.6875,680.0
667.96875,680.0
675.78125,680.0
683.59375,670.0
679.6875,680.0
687.5,700.0
687.5,680.0
675.78125,670.0
675.78125,680.0
667.96875,670.0
671.875,660.0
675.78125,690.0
671.875,670.0
675.78125,660.0
679.6875,710.0
679.6875,670.0
683.59375,670.0
675.78125,660.0
664.0625,670.0
671.875,680.0
667.96875,640.0
667.96875,660.0
667.96875,710.0
656.25,670.0
648.4375,650.0
640.625,620.0
632.8125,640.0
621.09375,610.0
628.90625,620.0
640.625,1290.0
652.34375,670.0
667.96875,710.0
675.78125,660.0
675.78125,640.0
664.0625,670.0
671.875,690.0
679.6875,680.0
691.40625,700.0
699.21875,720.0
699.21875,680.0
691.40625,670.0
679.6875,670.0
679.6875,690.0
671.875,670.0
664.0625,650.0
656.25,640.0
644.53125,620.0
636.71875,660.0
644.53125,660.0
660.15625,680.0
683.59375,680.0
679.6875,690.0
695.3125,690.0
707.03125,750.0
722.65625,700.0
699.21875,670.0
691.40625,700.0
441.40625,720.0
257.8125,670.0
699.21875,690.0
695.3125,690.0
691.40625,690.0
691.40625,720.0
683.59375,630.0
328.125,660.0
351.5625,1300.0
675.78125,640.0
664.0625,640.0
656.25,630.0
644.53125,640.0
644.53125,620.0
628.90625,630.0
632.8125,660.0
628.90625,640.0
632.8125,670.0
644.53125,700.0
648.4375,630.0
652.34375,660.0
660.15625,700.0
671.875,630.0
667.96875,650.0
664.0625,670.0
671.875,630.0
640.625,650.0
656.25,660.0
640.625,690.0
644.53125,660.0
652.34375,660.0
671.875,660.0
687.5,690.0
664.0625,700.0
660.15625,700.0
667.96875,710.0
679.6875,690.0
691.40625,690.0
695.3125,700.0
699.21875,670.0
703.125,610.0
695.3125,1990.0
687.5,2010.0
664.0625,650.0
675.78125,630.0
652.34375,720.0
660.15625,660.0
664.0625,640.0
667.96875,660.0
664.0625,670.0
656.25,650.0
664.0625,670.0
660.15625,650.0
664.0625,640.0
664.0625,640.0
656.25,650.0
656.25,640.0
660.15625,660.0
660.15625,650.0
660.15625,650.0
652.34375,690.0
