valley_location,PPI
53.0,0.0
162.0,1063.4146341463415
268.0,1034.1463414634147
376.0,1053.658536585366
489.0,1102.439024390244
597.0,1053.658536585366
707.0,1073.1707317073171
821.0,1112.1951219512196
928.0,1043.9024390243903
1026.0,956.0975609756098
1120.0,917.0731707317074
1223.0,1004.8780487804878
1330.0,1043.9024390243903
1429.0,965.8536585365854
1527.0,956.0975609756098
1620.0,907.3170731707318
1710.0,878.0487804878048
1800.0,878.0487804878048
1895.0,926.829268292683
2003.0,1053.658536585366
2104.0,985.3658536585366
2196.0,897.560975609756
2298.0,995.1219512195122
2404.0,1034.1463414634147
2500.0,936.5853658536586
2590.0,878.0487804878048
2679.0,868.2926829268292
2771.0,897.560975609756
2864.0,907.3170731707318
2954.0,878.0487804878048
3041.0,848.780487804878
3133.0,897.560975609756
3229.0,936.5853658536586
3323.0,917.0731707317074
3412.0,868.2926829268292
3500.0,858.5365853658536
3591.0,887.8048780487804
3684.0,907.3170731707318
3772.0,858.5365853658536
3857.0,829.2682926829268
3949.0,897.560975609756
4049.0,975.609756097561
4148.0,965.8536585365854
4247.0,965.8536585365854
4339.0,897.560975609756
4435.0,936.5853658536586
4540.0,1024.3902439024391
4646.0,1034.1463414634147
4741.0,926.829268292683
4825.0,819.5121951219512
4911.0,839.0243902439024
4999.0,858.5365853658536
5096.0,946.3414634146342
5191.0,926.829268292683
5287.0,936.5853658536586
5386.0,965.8536585365854
5479.0,907.3170731707318
5567.0,858.5365853658536
5654.0,848.780487804878
5742.0,858.5365853658536
5832.0,878.0487804878048
5913.0,790.2439024390244
5996.0,809.7560975609756
6086.0,878.0487804878048
6177.0,887.8048780487804
6264.0,848.780487804878
6343.0,770.7317073170732
6430.0,848.780487804878
6521.0,887.8048780487804
6621.0,975.609756097561
6719.0,956.0975609756098
6816.0,946.3414634146342
6913.0,946.3414634146342
7013.0,975.609756097561
7110.0,946.3414634146342
7199.0,868.2926829268292
7291.0,897.560975609756
7386.0,926.829268292683
7481.0,926.829268292683
7578.0,946.3414634146342
7667.0,868.2926829268292
7761.0,917.0731707317074
7850.0,868.2926829268292
7941.0,887.8048780487804
8027.0,839.0243902439024
8112.0,829.2682926829268
8201.0,868.2926829268292
8306.0,1024.3902439024391
8401.0,926.829268292683
8487.0,839.0243902439024
8575.0,858.5365853658536
8665.0,878.0487804878048
8750.0,829.2682926829268
8828.0,760.9756097560976
8916.0,858.5365853658536
9003.0,848.780487804878
9090.0,848.780487804878
9176.0,839.0243902439024
9263.0,848.780487804878
9362.0,965.8536585365854
9460.0,956.0975609756098
9544.0,819.5121951219512
9625.0,790.2439024390244
9711.0,839.0243902439024
9796.0,829.2682926829268
9888.0,897.560975609756
9975.0,848.780487804878
10059.0,819.5121951219512
10152.0,907.3170731707318
10246.0,917.0731707317074
10334.0,858.5365853658536
10420.0,839.0243902439024
10506.0,839.0243902439024
10589.0,809.7560975609756
10675.0,839.0243902439024
10761.0,839.0243902439024
10849.0,858.5365853658536
10946.0,946.3414634146342
11051.0,1024.3902439024391
11158.0,1043.9024390243903
11250.0,897.560975609756
11342.0,897.560975609756
11436.0,917.0731707317074
11530.0,917.0731707317074
11615.0,829.2682926829268
