valley_location,PPI
10.0,0.0
76.0,643.9024390243902
134.0,565.8536585365854
196.0,604.8780487804878
252.0,546.3414634146342
308.0,546.3414634146342
368.0,585.3658536585366
423.0,536.5853658536586
479.0,546.3414634146342
542.0,614.6341463414634
601.0,575.609756097561
659.0,565.8536585365854
718.0,575.609756097561
774.0,546.3414634146342
833.0,575.609756097561
897.0,624.390243902439
966.0,673.170731707317
1032.0,643.9024390243902
1096.0,624.390243902439
1156.0,585.3658536585366
1219.0,614.6341463414634
1283.0,624.390243902439
1344.0,595.1219512195122
1409.0,634.1463414634146
1468.0,575.609756097561
1527.0,575.609756097561
1584.0,556.0975609756098
1646.0,604.8780487804878
1709.0,614.6341463414634
1773.0,624.390243902439
1834.0,595.1219512195122
1898.0,624.390243902439
1961.0,614.6341463414634
2025.0,624.390243902439
2095.0,682.9268292682926
2169.0,721.9512195121952
2241.0,702.439024390244
2299.0,565.8536585365854
2360.0,595.1219512195122
2421.0,595.1219512195122
2487.0,643.9024390243902
2553.0,643.9024390243902
2615.0,604.8780487804878
2676.0,595.1219512195122
2735.0,575.609756097561
2796.0,595.1219512195122
2869.0,712.1951219512196
2938.0,673.170731707317
3006.0,663.4146341463414
3063.0,556.0975609756098
3123.0,585.3658536585366
3184.0,595.1219512195122
3248.0,624.390243902439
3317.0,673.170731707317
3381.0,624.390243902439
3444.0,614.6341463414634
3505.0,595.1219512195122
3571.0,643.9024390243902
3636.0,634.1463414634146
3710.0,721.9512195121952
3778.0,663.4146341463414
3840.0,604.8780487804878
3902.0,604.8780487804878
3961.0,575.609756097561
4022.0,595.1219512195122
4083.0,595.1219512195122
4146.0,614.6341463414634
4205.0,575.609756097561
4262.0,556.0975609756098
4323.0,595.1219512195122
4383.0,585.3658536585366
4451.0,663.4146341463414
4521.0,682.9268292682926
4586.0,634.1463414634146
4650.0,624.390243902439
4716.0,643.9024390243902
4784.0,663.4146341463414
4858.0,721.9512195121952
4931.0,712.1951219512196
4994.0,614.6341463414634
5061.0,653.6585365853658
5119.0,565.8536585365854
5178.0,575.609756097561
5239.0,595.1219512195122
5302.0,614.6341463414634
5366.0,624.390243902439
5434.0,663.4146341463414
5497.0,614.6341463414634
5558.0,595.1219512195122
5620.0,604.8780487804878
5684.0,624.390243902439
5752.0,663.4146341463414
5826.0,721.9512195121952
5892.0,643.9024390243902
5954.0,604.8780487804878
6016.0,604.8780487804878
6084.0,663.4146341463414
6154.0,682.9268292682926
6226.0,702.439024390244
6294.0,663.4146341463414
6353.0,575.609756097561
6418.0,634.1463414634146
6480.0,604.8780487804878
6544.0,624.390243902439
6610.0,643.9024390243902
6675.0,634.1463414634146
6736.0,595.1219512195122
6799.0,614.6341463414634
6880.0,790.2439024390244
6960.0,780.4878048780488
7032.0,702.439024390244
7101.0,673.170731707317
7166.0,634.1463414634146
7226.0,585.3658536585366
7292.0,643.9024390243902
7354.0,604.8780487804878
7421.0,653.6585365853658
7491.0,682.9268292682926
7554.0,614.6341463414634
7618.0,624.390243902439
7687.0,673.170731707317
7768.0,790.2439024390244
7851.0,809.7560975609756
7922.0,692.6829268292682
7987.0,634.1463414634146
8052.0,634.1463414634146
8121.0,673.170731707317
8195.0,721.9512195121952
8269.0,721.9512195121952
8340.0,692.6829268292682
8407.0,653.6585365853658
8476.0,673.170731707317
8546.0,682.9268292682926
8618.0,702.439024390244
8688.0,682.9268292682926
8756.0,663.4146341463414
8826.0,682.9268292682926
8897.0,692.6829268292682
8971.0,721.9512195121952
9045.0,721.9512195121952
9115.0,682.9268292682926
9187.0,702.439024390244
9263.0,741.4634146341464
9339.0,741.4634146341464
9413.0,721.9512195121952
9478.0,634.1463414634146
9545.0,653.6585365853658
9611.0,643.9024390243902
9682.0,692.6829268292682
9755.0,712.1951219512196
9825.0,682.9268292682926
9898.0,712.1951219512196
9974.0,741.4634146341464
10053.0,770.7317073170732
10132.0,770.7317073170732
10205.0,712.1951219512196
10277.0,702.439024390244
10348.0,692.6829268292682
10417.0,673.170731707317
10491.0,721.9512195121952
10563.0,702.439024390244
10630.0,653.6585365853658
10703.0,712.1951219512196
10778.0,731.7073170731708
10857.0,770.7317073170732
10932.0,731.7073170731708
11006.0,721.9512195121952
11079.0,712.1951219512196
11154.0,731.7073170731708
11229.0,731.7073170731708
11299.0,682.9268292682926
11367.0,663.4146341463414
11436.0,673.170731707317
11508.0,702.439024390244
11583.0,731.7073170731708
