RRI_inf,PPI_pix
761.71875,751.219512195122
722.65625,712.1951219512196
886.71875,887.8048780487804
980.46875,975.609756097561
878.90625,878.0487804878048
1035.15625,1024.3902439024391
1062.5,1053.658536585366
1035.15625,1043.9024390243903
957.03125,956.0975609756098
976.5625,965.8536585365854
1007.8125,1014.6341463414634
972.65625,975.609756097561
960.9375,956.0975609756098
859.375,868.2926829268292
878.90625,878.0487804878048
914.0625,897.560975609756
925.78125,936.5853658536586
941.40625,926.829268292683
1125.0,1121.9512195121952
1144.53125,1141.4634146341464
1082.03125,1092.6829268292684
1039.0625,1024.3902439024391
1070.3125,1082.9268292682927
1039.0625,1043.9024390243903
949.21875,956.0975609756098
929.6875,917.0731707317074
980.46875,975.609756097561
1023.4375,1024.3902439024391
945.3125,936.5853658536586
882.8125,878.0487804878048
898.4375,887.8048780487804
894.53125,917.0731707317074
804.6875,790.2439024390244
859.375,839.0243902439024
1035.15625,1014.6341463414634
945.3125,956.0975609756098
886.71875,878.0487804878048
964.84375,965.8536585365854
988.28125,1024.3902439024391
890.625,878.0487804878048
925.78125,917.0731707317074
1015.625,1014.6341463414634
968.75,975.609756097561
941.40625,936.5853658536586
917.96875,917.0731707317074
855.46875,858.5365853658536
796.875,780.4878048780488
722.65625,760.9756097560976
679.6875,643.9024390243902
667.96875,673.170731707317
667.96875,663.4146341463414
644.53125,643.9024390243902
671.875,663.4146341463414
722.65625,721.9512195121952
707.03125,692.6829268292682
714.84375,721.9512195121952
718.75,712.1951219512196
722.65625,721.9512195121952
699.21875,712.1951219512196
691.40625,673.170731707317
710.9375,712.1951219512196
773.4375,770.7317073170732
820.3125,819.5121951219512
828.125,829.2682926829268
796.875,790.2439024390244
820.3125,819.5121951219512
835.9375,839.0243902439024
859.375,848.780487804878
839.84375,848.780487804878
820.3125,819.5121951219512
898.4375,887.8048780487804
984.375,975.609756097561
949.21875,946.3414634146342
941.40625,936.5853658536586
1011.71875,1014.6341463414634
1046.875,1043.9024390243903
1007.8125,1004.8780487804878
917.96875,917.0731707317074
988.28125,985.3658536585366
1015.625,1014.6341463414634
941.40625,936.5853658536586
835.9375,839.0243902439024
867.1875,848.780487804878
1046.875,1053.658536585366
1109.375,1102.439024390244
1003.90625,1014.6341463414634
949.21875,936.5853658536586
976.5625,985.3658536585366
1046.875,1034.1463414634147
968.75,985.3658536585366
875.0,868.2926829268292
957.03125,926.829268292683
1046.875,1053.658536585366
1019.53125,1024.3902439024391
910.15625,907.3170731707318
1050.78125,1043.9024390243903
1144.53125,1131.7073170731708
1078.125,1092.6829268292684
937.5,936.5853658536586
980.46875,965.8536585365854
1050.78125,1053.658536585366
1031.25,1034.1463414634147
917.96875,917.0731707317074
984.375,975.609756097561
1062.5,1082.9268292682927
1085.9375,1063.4146341463415
968.75,975.609756097561
960.9375,946.3414634146342
1000.0,995.1219512195122
1003.90625,1014.6341463414634
914.0625,917.0731707317074
914.0625,907.3170731707318
1007.8125,995.1219512195122
1191.40625,1180.4878048780488
1140.625,1141.4634146341464
980.46875,995.1219512195122
933.59375,926.829268292683
