RRI_inf,PPI_inf,PPI_pix,label
910.15625,914.0625,890.0,0.0
925.78125,914.0625,940.0,0.0
855.46875,863.28125,850.0,0.0
851.5625,851.5625,850.0,0.0
886.71875,875.0,870.0,0.0
847.65625,843.75,840.0,0.0
816.40625,816.40625,830.0,0.0
824.21875,816.40625,820.0,0.0
828.125,832.03125,830.0,0.0
824.21875,820.3125,820.0,0.0
812.5,820.3125,820.0,0.0
832.03125,828.125,810.0,0.0
820.3125,820.3125,830.0,0.0
757.8125,757.8125,760.0,0.0
769.53125,765.625,770.0,0.0
750.0,750.0,750.0,0.0
800.78125,800.78125,790.0,0.0
855.46875,863.28125,850.0,0.0
808.59375,816.40625,810.0,0.0
859.375,851.5625,860.0,0.0
832.03125,832.03125,860.0,0.0
832.03125,839.84375,820.0,0.0
792.96875,781.25,790.0,0.0
800.78125,796.875,800.0,0.0
777.34375,769.53125,770.0,0.0
800.78125,808.59375,790.0,0.0
816.40625,820.3125,820.0,0.0
808.59375,808.59375,800.0,0.0
773.4375,773.4375,790.0,0.0
781.25,789.0625,780.0,0.0
824.21875,816.40625,810.0,0.0
757.8125,753.90625,770.0,0.0
808.59375,812.5,810.0,0.0
835.9375,835.9375,820.0,0.0
863.28125,863.28125,880.0,0.0
769.53125,769.53125,760.0,0.0
804.6875,800.78125,800.0,0.0
832.03125,832.03125,830.0,0.0
851.5625,851.5625,850.0,0.0
800.78125,804.6875,800.0,0.0
792.96875,792.96875,800.0,0.0
789.0625,785.15625,770.0,0.0
761.71875,757.8125,770.0,0.0
820.3125,820.3125,810.0,0.0
796.875,796.875,810.0,0.0
792.96875,796.875,780.0,0.0
847.65625,851.5625,860.0,0.0
898.4375,894.53125,890.0,0.0
843.75,847.65625,850.0,0.0
863.28125,863.28125,870.0,0.0
820.3125,820.3125,810.0,0.0
832.03125,828.125,830.0,0.0
855.46875,855.46875,860.0,0.0
792.96875,789.0625,790.0,0.0
800.78125,804.6875,800.0,0.0
851.5625,851.5625,840.0,0.0
835.9375,839.84375,840.0,0.0
796.875,804.6875,800.0,0.0
863.28125,863.28125,860.0,0.0
820.3125,824.21875,830.0,0.0
882.8125,890.625,890.0,0.0
890.625,882.8125,860.0,0.0
832.03125,832.03125,850.0,0.0
859.375,871.09375,860.0,0.0
867.1875,847.65625,850.0,0.0
851.5625,855.46875,860.0,0.0
839.84375,832.03125,840.0,0.0
863.28125,863.28125,870.0,0.0
792.96875,785.15625,790.0,0.0
800.78125,808.59375,780.0,0.0
859.375,855.46875,860.0,0.0
871.09375,867.1875,880.0,0.0
886.71875,890.625,880.0,0.0
871.09375,878.90625,880.0,0.0
890.625,894.53125,890.0,0.0
933.59375,929.6875,930.0,0.0
812.5,804.6875,820.0,0.0
757.8125,761.71875,760.0,0.0
746.09375,746.09375,740.0,0.0
800.78125,792.96875,800.0,0.0
808.59375,812.5,810.0,0.0
769.53125,765.625,770.0,0.0
835.9375,835.9375,820.0,0.0
839.84375,835.9375,840.0,0.0
769.53125,769.53125,770.0,0.0
847.65625,851.5625,850.0,0.0
925.78125,925.78125,920.0,0.0
875.0,878.90625,890.0,0.0
843.75,847.65625,840.0,0.0
890.625,886.71875,890.0,0.0
945.3125,949.21875,940.0,0.0
875.0,875.0,880.0,0.0
890.625,890.625,880.0,0.0
890.625,890.625,890.0,0.0
804.6875,804.6875,810.0,0.0
832.03125,835.9375,820.0,0.0
867.1875,859.375,880.0,0.0
847.65625,847.65625,830.0,0.0
898.4375,898.4375,910.0,0.0
953.125,957.03125,950.0,0.0
996.09375,1000.0,990.0,0.0
917.96875,917.96875,930.0,0.0
910.15625,914.0625,900.0,0.0
890.625,886.71875,900.0,0.0
824.21875,824.21875,820.0,0.0
867.1875,867.1875,870.0,0.0
921.875,917.96875,900.0,0.0
941.40625,941.40625,940.0,0.0
855.46875,855.46875,880.0,0.0
882.8125,882.8125,860.0,0.0
945.3125,941.40625,960.0,0.0
855.46875,863.28125,870.0,0.0
875.0,875.0,870.0,0.0
917.96875,917.96875,900.0,0.0
960.9375,957.03125,940.0,0.0
859.375,859.375,890.0,0.0
894.53125,894.53125,870.0,0.0
929.6875,929.6875,930.0,0.0
851.5625,851.5625,860.0,0.0
867.1875,863.28125,870.0,0.0
855.46875,859.375,850.0,0.0
832.03125,824.21875,830.0,0.0
800.78125,808.59375,790.0,0.0
855.46875,855.46875,860.0,0.0
964.84375,964.84375,960.0,0.0
867.1875,871.09375,870.0,0.0
898.4375,902.34375,890.0,0.0
914.0625,917.96875,920.0,0.0
863.28125,859.375,860.0,0.0
851.5625,855.46875,850.0,0.0
933.59375,921.875,930.0,0.0
941.40625,945.3125,950.0,0.0
