RRI_inf,PPI_inf,PPI_pix,label
871.09375,875.0,870.0,0.0
875.0,851.5625,870.0,0.0
882.8125,890.625,870.0,0.0
855.46875,847.65625,860.0,0.0
839.84375,839.84375,830.0,0.0
886.71875,875.0,880.0,0.0
921.875,921.875,920.0,0.0
890.625,898.4375,910.0,0.0
863.28125,859.375,860.0,0.0
898.4375,902.34375,910.0,0.0
902.34375,906.25,890.0,0.0
828.125,835.9375,840.0,0.0
839.84375,828.125,820.0,0.0
859.375,855.46875,870.0,0.0
902.34375,910.15625,900.0,0.0
839.84375,828.125,840.0,0.0
859.375,914.0625,840.0,0.0
945.3125,937.5,950.0,0.0
914.0625,906.25,930.0,0.0
839.84375,820.3125,820.0,0.0
839.84375,855.46875,840.0,0.0
863.28125,847.65625,870.0,0.0
847.65625,847.65625,850.0,0.0
812.5,792.96875,810.0,0.0
839.84375,859.375,830.0,0.0
898.4375,902.34375,900.0,0.0
894.53125,898.4375,900.0,0.0
839.84375,824.21875,830.0,0.0
882.8125,882.8125,890.0,0.0
882.8125,886.71875,870.0,0.0
882.8125,882.8125,900.0,0.0
871.09375,878.90625,850.0,0.0
875.0,855.46875,880.0,0.0
906.25,902.34375,900.0,0.0
835.9375,871.09375,840.0,0.0
875.0,925.78125,870.0,0.0
914.0625,890.625,920.0,0.0
906.25,867.1875,910.0,0.0
898.4375,925.78125,900.0,0.0
945.3125,925.78125,960.0,0.0
972.65625,964.84375,940.0,0.0
917.96875,902.34375,930.0,0.0
843.75,847.65625,850.0,0.0
859.375,859.375,840.0,0.0
910.15625,914.0625,910.0,0.0
917.96875,910.15625,930.0,0.0
886.71875,902.34375,870.0,0.0
937.5,921.875,950.0,0.0
953.125,960.9375,940.0,0.0
882.8125,882.8125,870.0,0.0
898.4375,898.4375,910.0,0.0
964.84375,964.84375,960.0,0.0
929.6875,929.6875,940.0,0.0
910.15625,921.875,900.0,0.0
976.5625,968.75,980.0,0.0
1011.71875,1011.71875,1010.0,0.0
933.59375,933.59375,940.0,0.0
925.78125,929.6875,920.0,0.0
953.125,941.40625,950.0,0.0
878.90625,882.8125,880.0,0.0
886.71875,882.8125,890.0,0.0
937.5,933.59375,930.0,0.0
902.34375,898.4375,910.0,0.0
902.34375,910.15625,890.0,0.0
964.84375,964.84375,970.0,0.0
988.28125,984.375,990.0,0.0
925.78125,925.78125,910.0,0.0
910.15625,917.96875,900.0,0.0
972.65625,968.75,980.0,0.0
953.125,953.125,950.0,0.0
894.53125,902.34375,910.0,0.0
945.3125,937.5,930.0,0.0
964.84375,964.84375,960.0,0.0
953.125,953.125,960.0,0.0
937.5,941.40625,930.0,0.0
980.46875,972.65625,980.0,0.0
976.5625,984.375,970.0,0.0
910.15625,906.25,930.0,0.0
945.3125,953.125,930.0,0.0
964.84375,968.75,970.0,0.0
992.1875,988.28125,990.0,0.0
917.96875,925.78125,910.0,0.0
914.0625,914.0625,930.0,0.0
960.9375,964.84375,960.0,0.0
941.40625,937.5,940.0,0.0
886.71875,890.625,880.0,0.0
945.3125,937.5,940.0,0.0
984.375,984.375,1000.0,0.0
941.40625,933.59375,930.0,0.0
917.96875,917.96875,910.0,0.0
929.6875,929.6875,930.0,0.0
917.96875,914.0625,930.0,0.0
863.28125,859.375,850.0,0.0
890.625,890.625,900.0,0.0
968.75,968.75,960.0,0.0
921.875,941.40625,920.0,0.0
921.875,933.59375,920.0,0.0
996.09375,980.46875,990.0,0.0
1011.71875,1046.875,1020.0,0.0
914.0625,875.0,920.0,0.0
882.8125,890.625,890.0,0.0
863.28125,855.46875,850.0,0.0
800.78125,792.96875,800.0,0.0
769.53125,777.34375,770.0,0.0
753.90625,738.28125,740.0,0.0
777.34375,773.4375,790.0,0.0
792.96875,804.6875,780.0,0.0
792.96875,773.4375,790.0,0.0
871.09375,867.1875,860.0,0.0
902.34375,902.34375,910.0,0.0
917.96875,937.5,930.0,0.0
851.5625,863.28125,840.0,0.0
828.125,839.84375,850.0,0.0
855.46875,839.84375,830.0,0.0
914.0625,914.0625,910.0,0.0
929.6875,921.875,940.0,0.0
871.09375,875.0,870.0,0.0
910.15625,906.25,920.0,0.0
976.5625,976.5625,960.0,0.0
906.25,902.34375,910.0,0.0
937.5,941.40625,940.0,0.0
972.65625,976.5625,960.0,0.0
960.9375,960.9375,980.0,0.0
