RRI_inf,PPI_inf,PPI_pix,label
929.6875,921.875,920.0,0.0
875.0,875.0,880.0,0.0
875.0,875.0,870.0,0.0
929.6875,925.78125,920.0,0.0
902.34375,906.25,920.0,0.0
906.25,906.25,900.0,0.0
941.40625,945.3125,950.0,0.0
914.0625,914.0625,910.0,0.0
898.4375,898.4375,900.0,0.0
804.6875,800.78125,800.0,0.0
816.40625,808.59375,800.0,0.0
894.53125,898.4375,890.0,0.0
1125.0,1117.1875,1120.0,0.0
1117.1875,1136.71875,1100.0,0.0
1027.34375,1039.0625,1060.0,0.0
949.21875,953.125,950.0,0.0
890.625,886.71875,880.0,0.0
769.53125,765.625,770.0,0.0
769.53125,765.625,790.0,0.0
792.96875,789.0625,770.0,0.0
828.125,824.21875,830.0,0.0
816.40625,812.5,810.0,0.0
808.59375,812.5,810.0,0.0
773.4375,765.625,770.0,0.0
765.625,761.71875,760.0,0.0
816.40625,816.40625,810.0,0.0
871.09375,875.0,870.0,0.0
972.65625,976.5625,980.0,0.0
964.84375,957.03125,970.0,0.0
941.40625,953.125,910.0,0.0
859.375,863.28125,900.0,0.0
777.34375,781.25,770.0,0.0
722.65625,726.5625,730.0,0.0
707.03125,695.3125,690.0,0.0
687.5,671.875,700.0,0.0
675.78125,691.40625,1580.0,0.0
691.40625,671.875,1160.0,0.0
683.59375,667.96875,1000.0,0.0
683.59375,687.5,1740.0,0.0
703.125,707.03125,1450.0,0.0
765.625,769.53125,1050.0,0.0
769.53125,773.4375,820.0,0.0
714.84375,726.5625,890.0,0.0
730.46875,742.1875,820.0,0.0
761.71875,746.09375,830.0,0.0
824.21875,828.125,730.0,0.0
839.84375,835.9375,870.0,0.0
863.28125,878.90625,620.0,0.0
843.75,851.5625,1480.0,0.0
808.59375,804.6875,1190.0,0.0
742.1875,742.1875,1170.0,0.0
757.8125,753.90625,620.0,0.0
765.625,773.4375,830.0,0.0
750.0,738.28125,2380.0,0.0
707.03125,710.9375,780.0,0.0
734.375,792.96875,750.0,0.0
742.1875,675.78125,1410.0,0.0
738.28125,730.46875,690.0,0.0
781.25,781.25,710.0,0.0
820.3125,832.03125,760.0,0.0
781.25,835.9375,670.0,0.0
792.96875,750.0,750.0,0.0
792.96875,792.96875,750.0,0.0
777.34375,773.4375,900.0,0.0
726.5625,718.75,960.0,0.0
722.65625,718.75,950.0,0.0
699.21875,695.3125,840.0,0.0
683.59375,679.6875,800.0,0.0
726.5625,714.84375,800.0,0.0
769.53125,781.25,810.0,0.0
710.9375,710.9375,780.0,0.0
710.9375,722.65625,730.0,0.0
777.34375,769.53125,770.0,0.0
875.0,878.90625,900.0,0.0
960.9375,960.9375,980.0,0.0
953.125,960.9375,940.0,0.0
824.21875,824.21875,850.0,0.0
804.6875,804.6875,850.0,0.0
816.40625,812.5,940.0,0.0
816.40625,812.5,910.0,0.0
777.34375,781.25,870.0,0.0
734.375,734.375,810.0,0.0
769.53125,761.71875,800.0,0.0
886.71875,890.625,890.0,0.0
972.65625,980.46875,840.0,0.0
953.125,945.3125,780.0,0.0
851.5625,859.375,900.0,0.0
855.46875,851.5625,900.0,0.0
917.96875,914.0625,870.0,0.0
921.875,925.78125,840.0,0.0
878.90625,878.90625,800.0,0.0
808.59375,804.6875,880.0,0.0
820.3125,828.125,890.0,0.0
851.5625,843.75,810.0,0.0
878.90625,882.8125,780.0,0.0
820.3125,820.3125,770.0,0.0
867.1875,875.0,880.0,0.0
875.0,878.90625,990.0,0.0
863.28125,855.46875,950.0,0.0
839.84375,839.84375,930.0,0.0
832.03125,832.03125,900.0,0.0
875.0,875.0,850.0,0.0
890.625,902.34375,730.0,0.0
812.5,804.6875,720.0,0.0
765.625,757.8125,700.0,0.0
789.0625,789.0625,730.0,0.0
886.71875,878.90625,720.0,0.0
980.46875,980.46875,670.0,0.0
964.84375,968.75,700.0,0.0
917.96875,921.875,660.0,0.0
902.34375,902.34375,690.0,0.0
839.84375,847.65625,620.0,0.0
734.375,726.5625,650.0,0.0
714.84375,707.03125,670.0,0.0
710.9375,710.9375,740.0,0.0
738.28125,742.1875,810.0,0.0
710.9375,699.21875,720.0,0.0
679.6875,679.6875,710.0,0.0
683.59375,683.59375,770.0,0.0
691.40625,691.40625,810.0,0.0
652.34375,648.4375,800.0,0.0
656.25,652.34375,770.0,0.0
656.25,660.15625,790.0,0.0
683.59375,687.5,820.0,0.0
734.375,738.28125,820.0,0.0
777.34375,777.34375,780.0,0.0
710.9375,707.03125,780.0,0.0
722.65625,726.5625,810.0,0.0
765.625,761.71875,860.0,0.0
816.40625,816.40625,830.0,0.0
