valley_location,PPI
70.0,0.0
134.0,640.0
212.0,780.0
291.0,790.0
364.0,730.0
438.0,740.0
526.0,880.0
609.0,830.0
695.0,860.0
777.0,820.0
861.0,840.0
947.0,860.0
1032.0,850.0
1118.0,860.0
1188.0,700.0
1254.0,660.0
1316.0,620.0
1385.0,690.0
1447.0,620.0
1549.0,1020.0
1642.0,930.0
1722.0,800.0
1805.0,830.0
1889.0,840.0
1963.0,740.0
2044.0,810.0
2125.0,810.0
2203.0,780.0
2288.0,850.0
2377.0,890.0
2466.0,890.0
2560.0,940.0
2651.0,910.0
2746.0,950.0
2834.0,880.0
2925.0,910.0
3009.0,840.0
3096.0,870.0
3182.0,860.0
3260.0,780.0
3342.0,820.0
3424.0,820.0
3508.0,840.0
3589.0,810.0
3671.0,820.0
3754.0,830.0
3838.0,840.0
3921.0,830.0
3995.0,740.0
4069.0,740.0
4144.0,750.0
4219.0,750.0
4294.0,750.0
4369.0,750.0
4445.0,760.0
4524.0,790.0
4600.0,760.0
4683.0,830.0
4754.0,710.0
4834.0,800.0
4912.0,780.0
4989.0,770.0
5068.0,790.0
5139.0,710.0
5207.0,680.0
5282.0,750.0
5364.0,820.0
5443.0,790.0
5518.0,750.0
5593.0,750.0
5671.0,780.0
5749.0,780.0
5826.0,770.0
5901.0,750.0
5981.0,800.0
6057.0,760.0
6127.0,700.0
6215.0,880.0
6289.0,740.0
6362.0,730.0
6442.0,800.0
6521.0,790.0
6598.0,770.0
6681.0,830.0
6763.0,820.0
6844.0,810.0
6919.0,750.0
6991.0,720.0
7064.0,730.0
7141.0,770.0
7215.0,740.0
7289.0,740.0
7360.0,710.0
7428.0,680.0
7503.0,750.0
7581.0,780.0
7657.0,760.0
7726.0,690.0
7807.0,810.0
7887.0,800.0
7962.0,750.0
8040.0,780.0
8119.0,790.0
8194.0,750.0
8272.0,780.0
8351.0,790.0
8427.0,760.0
8513.0,860.0
8595.0,820.0
8673.0,780.0
8753.0,800.0
8832.0,790.0
8909.0,770.0
8988.0,790.0
9062.0,740.0
9130.0,680.0
9208.0,780.0
9286.0,780.0
9369.0,830.0
9452.0,830.0
9534.0,820.0
9614.0,800.0
9696.0,820.0
9772.0,760.0
9848.0,760.0
9925.0,770.0
9999.0,740.0
10075.0,760.0
10154.0,790.0
10233.0,790.0
10313.0,800.0
10395.0,820.0
10477.0,820.0
10558.0,810.0
10641.0,830.0
10724.0,830.0
10805.0,810.0
10880.0,750.0
10961.0,810.0
11042.0,810.0
11121.0,790.0
11196.0,750.0
11275.0,790.0
