RRI_inf,PPI_inf,PPI_pix,label,
699.21875,707.03125,682.9268293,0,0
726.5625,726.5625,741.4634146,0,0
757.8125,757.8125,741.4634146,0,0
769.53125,769.53125,790.2439024,0,0
730.46875,730.46875,731.7073171,0,0
742.1875,742.1875,741.4634146,0,0
722.65625,718.75,712.195122,0,0
718.75,714.84375,731.7073171,0,0
683.59375,687.5,682.9268293,0,0
710.9375,710.9375,712.195122,0,0
722.65625,726.5625,702.4390244,0,0
726.5625,726.5625,741.4634146,0,0
691.40625,691.40625,702.4390244,0,0
730.46875,726.5625,721.9512195,0,0
738.28125,742.1875,741.4634146,0,0
734.375,734.375,731.7073171,0,0
695.3125,695.3125,712.195122,0,0
718.75,714.84375,712.195122,0,0
718.75,718.75,721.9512195,0,0
722.65625,722.65625,721.9512195,0,0
691.40625,691.40625,702.4390244,0,0
714.84375,714.84375,712.195122,0,0
710.9375,710.9375,712.195122,0,0
703.125,703.125,702.4390244,0,0
679.6875,679.6875,673.1707317,0,0
687.5,687.5,682.9268293,0,0
695.3125,699.21875,702.4390244,0,0
687.5,687.5,692.6829268,0,0
695.3125,695.3125,692.6829268,0,0
691.40625,695.3125,682.9268293,0,0
718.75,714.84375,721.9512195,0,0
695.3125,695.3125,712.195122,0,0
683.59375,679.6875,673.1707317,0,0
707.03125,703.125,712.195122,0,0
707.03125,707.03125,702.4390244,0,0
691.40625,691.40625,702.4390244,0,0
660.15625,667.96875,663.4146341,0,0
691.40625,691.40625,682.9268293,0,0
695.3125,695.3125,682.9268293,0,0
707.03125,707.03125,712.195122,0,0
671.875,675.78125,673.1707317,0,0
707.03125,707.03125,721.9512195,0,0
703.125,699.21875,673.1707317,0,0
679.6875,679.6875,702.4390244,0,0
679.6875,675.78125,673.1707317,0,0
652.34375,652.34375,663.4146341,0,0
644.53125,640.625,634.1463415,0,0
664.0625,660.15625,663.4146341,0,0
656.25,656.25,673.1707317,0,0
660.15625,664.0625,653.6585366,0,0
683.59375,679.6875,682.9268293,0,0
687.5,691.40625,692.6829268,0,0
667.96875,664.0625,663.4146341,0,0
679.6875,683.59375,682.9268293,0,0
687.5,683.59375,673.1707317,0,0
699.21875,703.125,721.9512195,0,0
660.15625,667.96875,653.6585366,0,0
667.96875,675.78125,673.1707317,0,0
683.59375,683.59375,682.9268293,0,0
707.03125,699.21875,712.195122,0,0
687.5,687.5,682.9268293,0,0
675.78125,675.78125,682.9268293,0,0
695.3125,691.40625,692.6829268,0,0
