RRI_inf,PPI_pix
644.53125,634.1463414634146
648.4375,643.9024390243902
644.53125,653.6585365853658
625.0,634.1463414634146
617.1875,624.390243902439
632.8125,634.1463414634146
636.71875,624.390243902439
617.1875,604.8780487804878
625.0,643.9024390243902
644.53125,624.390243902439
648.4375,673.170731707317
636.71875,634.1463414634146
632.8125,634.1463414634146
640.625,653.6585365853658
632.8125,643.9024390243902
632.8125,624.390243902439
613.28125,614.6341463414634
617.1875,614.6341463414634
621.09375,614.6341463414634
613.28125,624.390243902439
605.46875,595.1219512195122
617.1875,624.390243902439
625.0,614.6341463414634
628.90625,634.1463414634146
613.28125,634.1463414634146
628.90625,624.390243902439
652.34375,653.6585365853658
679.6875,673.170731707317
664.0625,673.170731707317
656.25,653.6585365853658
675.78125,663.4146341463414
675.78125,682.9268292682926
660.15625,663.4146341463414
636.71875,653.6585365853658
667.96875,653.6585365853658
667.96875,673.170731707317
664.0625,663.4146341463414
636.71875,653.6585365853658
648.4375,634.1463414634146
644.53125,634.1463414634146
640.625,653.6585365853658
628.90625,595.1219512195122
644.53125,653.6585365853658
656.25,692.6829268292682
660.15625,682.9268292682926
644.53125,624.390243902439
667.96875,673.170731707317
671.875,663.4146341463414
667.96875,673.170731707317
644.53125,663.4146341463414
628.90625,614.6341463414634
625.0,624.390243902439
613.28125,624.390243902439
613.28125,614.6341463414634
628.90625,614.6341463414634
628.90625,634.1463414634146
648.4375,653.6585365853658
660.15625,653.6585365853658
664.0625,673.170731707317
664.0625,643.9024390243902
632.8125,663.4146341463414
660.15625,663.4146341463414
664.0625,643.9024390243902
667.96875,653.6585365853658
667.96875,692.6829268292682
644.53125,653.6585365853658
671.875,673.170731707317
667.96875,663.4146341463414
675.78125,663.4146341463414
656.25,663.4146341463414
671.875,682.9268292682926
683.59375,682.9268292682926
683.59375,692.6829268292682
660.15625,643.9024390243902
675.78125,682.9268292682926
679.6875,682.9268292682926
675.78125,692.6829268292682
660.15625,653.6585365853658
671.875,673.170731707317
671.875,673.170731707317
667.96875,663.4146341463414
648.4375,653.6585365853658
648.4375,653.6585365853658
660.15625,653.6585365853658
667.96875,653.6585365853658
644.53125,663.4146341463414
640.625,643.9024390243902
652.34375,634.1463414634146
644.53125,624.390243902439
644.53125,673.170731707317
640.625,653.6585365853658
683.59375,682.9268292682926
718.75,702.439024390244
722.65625,741.4634146341464
671.875,663.4146341463414
640.625,653.6585365853658
636.71875,634.1463414634146
644.53125,653.6585365853658
648.4375,624.390243902439
660.15625,673.170731707317
656.25,653.6585365853658
648.4375,643.9024390243902
660.15625,663.4146341463414
667.96875,673.170731707317
671.875,663.4146341463414
664.0625,692.6829268292682
699.21875,682.9268292682926
718.75,721.9512195121952
703.125,702.439024390244
660.15625,682.9268292682926
656.25,643.9024390243902
648.4375,663.4146341463414
652.34375,643.9024390243902
652.34375,1248.780487804878
636.71875,673.170731707317
617.1875,595.1219512195122
601.5625,1170.7317073170732
589.84375,1180.4878048780488
585.9375,634.1463414634146
589.84375,624.390243902439
601.5625,653.6585365853658
628.90625,653.6585365853658
625.0,682.9268292682926
648.4375,673.170731707317
664.0625,653.6585365853658
667.96875,634.1463414634146
664.0625,624.390243902439
644.53125,653.6585365853658
628.90625,673.170731707317
636.71875,702.439024390244
652.34375,721.9512195121952
671.875,790.2439024390244
699.21875,780.4878048780488
738.28125,790.2439024390244
773.4375,712.1951219512196
789.0625,682.9268292682926
777.34375,692.6829268292682
703.125,653.6585365853658
691.40625,702.439024390244
675.78125,682.9268292682926
675.78125,673.170731707317
691.40625,653.6585365853658
679.6875,624.390243902439
664.0625,643.9024390243902
656.25,643.9024390243902
640.625,634.1463414634146
640.625,624.390243902439
640.625,624.390243902439
632.8125,643.9024390243902
621.09375,634.1463414634146
621.09375,692.6829268292682
648.4375,663.4146341463414
652.34375,663.4146341463414
671.875,682.9268292682926
656.25,702.439024390244
667.96875,692.6829268292682
679.6875,702.439024390244
699.21875,692.6829268292682
699.21875,663.4146341463414
695.3125,673.170731707317
683.59375,663.4146341463414
675.78125,604.8780487804878
667.96875,643.9024390243902
652.34375,624.390243902439
636.71875,595.1219512195122
628.90625,595.1219512195122
617.1875,604.8780487804878
597.65625,614.6341463414634
