RRI_inf,PPI_inf,PPI_pix,label,
601.5625,605.46875,585.3658537,0,0
601.5625,593.75,595.1219512,0,0
617.1875,609.375,604.8780488,0,0
644.53125,644.53125,663.4146341,0,0
625,621.09375,604.8780488,0,0
660.15625,660.15625,702.4390244,0,0
679.6875,687.5,643.902439,0,0
777.34375,777.34375,790.2439024,0,0
800.78125,804.6875,790.2439024,0,0
804.6875,812.5,829.2682927,0,0
769.53125,773.4375,790.2439024,0,0
746.09375,746.09375,741.4634146,0,0
714.84375,722.65625,712.195122,0,0
714.84375,714.84375,712.195122,0,0
714.84375,710.9375,721.9512195,0,0
710.9375,707.03125,702.4390244,0,0
683.59375,687.5,692.6829268,0,0
664.0625,664.0625,663.4146341,0,0
660.15625,660.15625,653.6585366,0,0
660.15625,660.15625,663.4146341,0,0
660.15625,656.25,653.6585366,0,0
664.0625,660.15625,673.1707317,0,0
652.34375,656.25,663.4146341,0,0
667.96875,664.0625,653.6585366,0,0
691.40625,687.5,702.4390244,0,0
703.125,699.21875,682.9268293,0,0
722.65625,730.46875,751.2195122,0,0
691.40625,687.5,692.6829268,0,0
679.6875,683.59375,692.6829268,0,0
710.9375,703.125,682.9268293,0,0
699.21875,703.125,702.4390244,0,0
703.125,703.125,712.195122,0,0
667.96875,667.96875,673.1707317,0,0
683.59375,687.5,682.9268293,0,0
683.59375,679.6875,682.9268293,0,0
679.6875,675.78125,692.6829268,0,0
660.15625,660.15625,663.4146341,0,0
675.78125,675.78125,673.1707317,0,0
683.59375,683.59375,682.9268293,0,0
703.125,703.125,702.4390244,0,0
695.3125,695.3125,692.6829268,0,0
687.5,691.40625,692.6829268,0,0
710.9375,714.84375,721.9512195,0,0
710.9375,714.84375,712.195122,0,0
722.65625,718.75,702.4390244,0,0
703.125,699.21875,702.4390244,0,0
722.65625,726.5625,721.9512195,0,0
718.75,718.75,721.9512195,0,0
707.03125,710.9375,731.7073171,0,0
707.03125,707.03125,692.6829268,0,0
726.5625,726.5625,721.9512195,0,0
734.375,730.46875,741.4634146,0,0
722.65625,726.5625,731.7073171,0,0
679.6875,683.59375,682.9268293,0,0
695.3125,695.3125,682.9268293,0,0
691.40625,687.5,692.6829268,0,0
687.5,687.5,702.4390244,0,0
664.0625,664.0625,643.902439,0,0
687.5,683.59375,702.4390244,0,0
687.5,683.59375,682.9268293,0,0
683.59375,679.6875,673.1707317,0,0
675.78125,675.78125,692.6829268,0,0
710.9375,710.9375,692.6829268,0,0
742.1875,742.1875,741.4634146,0,0
730.46875,730.46875,751.2195122,0,0
699.21875,707.03125,702.4390244,0,0
718.75,722.65625,712.195122,0,0
738.28125,738.28125,741.4634146,0,0
687.5,687.5,692.6829268,0,0
656.25,652.34375,663.4146341,0,0
656.25,652.34375,643.902439,0,0
648.4375,640.625,663.4146341,0,0
664.0625,660.15625,653.6585366,0,0
644.53125,640.625,634.1463415,0,0
656.25,656.25,682.9268293,0,0
664.0625,664.0625,653.6585366,0,0
683.59375,683.59375,682.9268293,0,0
667.96875,667.96875,673.1707317,0,0
687.5,687.5,673.1707317,0,0
699.21875,699.21875,721.9512195,0,0
703.125,710.9375,712.195122,0,0
687.5,687.5,673.1707317,0,0
699.21875,703.125,712.195122,0,0
699.21875,699.21875,682.9268293,0,0
691.40625,687.5,721.9512195,0,0
675.78125,675.78125,643.902439,0,0
691.40625,687.5,712.195122,0,0
703.125,703.125,692.6829268,0,0
699.21875,699.21875,712.195122,0,0
691.40625,691.40625,682.9268293,0,0
714.84375,714.84375,702.4390244,0,0
707.03125,707.03125,702.4390244,0,0
718.75,722.65625,751.2195122,0,0
679.6875,687.5,673.1707317,0,0
710.9375,707.03125,712.195122,0,0
687.5,691.40625,673.1707317,0,0
675.78125,675.78125,682.9268293,0,0
648.4375,648.4375,643.902439,0,0
667.96875,664.0625,653.6585366,0,0
675.78125,671.875,682.9268293,0,0
683.59375,679.6875,682.9268293,0,0
667.96875,667.96875,673.1707317,0,0
687.5,683.59375,692.6829268,0,0
707.03125,703.125,692.6829268,0,0
699.21875,703.125,731.7073171,0,0
671.875,671.875,673.1707317,0,0
687.5,691.40625,673.1707317,0,0
707.03125,707.03125,702.4390244,0,0
699.21875,703.125,702.4390244,0,0
660.15625,664.0625,653.6585366,0,0
671.875,675.78125,692.6829268,0,0
636.71875,656.25,634.1463415,0,0
667.96875,652.34375,663.4146341,0,0
628.90625,625,634.1463415,0,0
664.0625,660.15625,663.4146341,0,0
683.59375,679.6875,653.6585366,0,0
710.9375,707.03125,731.7073171,0,0
687.5,691.40625,702.4390244,0,0
714.84375,714.84375,712.195122,0,0
753.90625,757.8125,741.4634146,0,0
761.71875,765.625,780.4878049,0,0
710.9375,718.75,702.4390244,0,0
703.125,707.03125,712.195122,0,0
691.40625,683.59375,692.6829268,0,0
664.0625,667.96875,663.4146341,0,0
640.625,636.71875,643.902439,0,0
625,621.09375,614.6341463,0,0
621.09375,617.1875,634.1463415,0,0
636.71875,636.71875,624.3902439,0,0
683.59375,679.6875,682.9268293,0,0
707.03125,703.125,721.9512195,0,0
699.21875,707.03125,682.9268293,0,0
726.5625,726.5625,741.4634146,0,0
757.8125,757.8125,741.4634146,0,0
769.53125,769.53125,780.4878049,0,0
730.46875,730.46875,741.4634146,0,0
742.1875,742.1875,741.4634146,0,0
722.65625,718.75,721.9512195,0,0
718.75,714.84375,721.9512195,0,0
683.59375,687.5,682.9268293,0,0
710.9375,710.9375,712.195122,0,0
722.65625,726.5625,712.195122,0,0
726.5625,726.5625,731.7073171,0,0
691.40625,691.40625,702.4390244,0,0
730.46875,726.5625,721.9512195,0,0
738.28125,742.1875,751.2195122,0,0
734.375,734.375,721.9512195,0,0
695.3125,695.3125,712.195122,0,0
718.75,714.84375,712.195122,0,0
718.75,718.75,721.9512195,0,0
722.65625,722.65625,721.9512195,0,0
691.40625,691.40625,702.4390244,0,0
714.84375,714.84375,712.195122,0,0
710.9375,710.9375,692.6829268,0,0
703.125,703.125,721.9512195,0,0
679.6875,679.6875,673.1707317,0,0
687.5,687.5,682.9268293,0,0
695.3125,699.21875,702.4390244,0,0
687.5,687.5,692.6829268,0,0
695.3125,695.3125,692.6829268,0,0
691.40625,695.3125,682.9268293,0,0
718.75,714.84375,721.9512195,0,0
695.3125,695.3125,712.195122,0,0
