valley_location,PPI
150.0,0.0
219.0,673.170731707317
285.0,643.9024390243902
356.0,692.6829268292682
427.0,692.6829268292682
497.0,682.9268292682926
569.0,702.439024390244
645.0,741.4634146341464
719.0,721.9512195121952
787.0,663.4146341463414
858.0,692.6829268292682
927.0,673.170731707317
998.0,692.6829268292682
1070.0,702.439024390244
1141.0,692.6829268292682
1215.0,721.9512195121952
1288.0,712.1951219512196
1359.0,692.6829268292682
1429.0,682.9268292682926
1499.0,682.9268292682926
1570.0,692.6829268292682
1642.0,702.439024390244
1715.0,712.1951219512196
1789.0,721.9512195121952
1859.0,682.9268292682926
1930.0,692.6829268292682
2002.0,702.439024390244
2071.0,673.170731707317
2141.0,682.9268292682926
2210.0,673.170731707317
2277.0,653.6585365853658
2344.0,653.6585365853658
2415.0,692.6829268292682
2485.0,682.9268292682926
2549.0,624.390243902439
2624.0,731.7073170731708
2692.0,663.4146341463414
2760.0,663.4146341463414
2831.0,692.6829268292682
2903.0,702.439024390244
2974.0,692.6829268292682
3042.0,663.4146341463414
3115.0,712.1951219512196
3187.0,702.439024390244
3257.0,682.9268292682926
3331.0,721.9512195121952
3395.0,624.390243902439
3462.0,653.6585365853658
3532.0,682.9268292682926
3601.0,673.170731707317
3671.0,682.9268292682926
3741.0,682.9268292682926
3811.0,682.9268292682926
3883.0,702.439024390244
3957.0,721.9512195121952
4032.0,731.7073170731708
4106.0,721.9512195121952
4180.0,721.9512195121952
4254.0,721.9512195121952
4329.0,731.7073170731708
4403.0,721.9512195121952
4478.0,731.7073170731708
4548.0,682.9268292682926
4615.0,653.6585365853658
4680.0,634.1463414634146
4748.0,663.4146341463414
4815.0,653.6585365853658
4879.0,624.390243902439
4947.0,663.4146341463414
5013.0,643.9024390243902
5080.0,653.6585365853658
5147.0,653.6585365853658
5218.0,692.6829268292682
5289.0,692.6829268292682
5362.0,712.1951219512196
5433.0,692.6829268292682
5501.0,663.4146341463414
5568.0,653.6585365853658
5632.0,624.390243902439
5695.0,614.6341463414634
5753.0,565.8536585365854
5817.0,624.390243902439
5881.0,624.390243902439
5948.0,653.6585365853658
6016.0,663.4146341463414
6085.0,673.170731707317
6152.0,653.6585365853658
6216.0,624.390243902439
6281.0,634.1463414634146
6345.0,624.390243902439
6411.0,643.9024390243902
6480.0,673.170731707317
6548.0,663.4146341463414
6617.0,673.170731707317
6683.0,643.9024390243902
6751.0,663.4146341463414
6810.0,575.609756097561
6871.0,595.1219512195122
6933.0,604.8780487804878
6997.0,624.390243902439
7071.0,721.9512195121952
7154.0,809.7560975609756
7239.0,829.2682926829268
7323.0,819.5121951219512
7404.0,790.2439024390244
7480.0,741.4634146341464
7560.0,780.4878048780488
7639.0,770.7317073170732
7717.0,760.9756097560976
7794.0,751.219512195122
7867.0,712.1951219512196
7937.0,682.9268292682926
8009.0,702.439024390244
8083.0,721.9512195121952
8158.0,731.7073170731708
8235.0,751.219512195122
8308.0,712.1951219512196
8375.0,653.6585365853658
8442.0,653.6585365853658
8511.0,673.170731707317
8581.0,682.9268292682926
8652.0,692.6829268292682
8728.0,741.4634146341464
8799.0,692.6829268292682
8870.0,692.6829268292682
8943.0,712.1951219512196
9017.0,721.9512195121952
9092.0,731.7073170731708
9162.0,682.9268292682926
9233.0,692.6829268292682
9292.0,575.609756097561
9419.0,1239.0243902439024
9479.0,585.3658536585366
9539.0,585.3658536585366
9601.0,604.8780487804878
9660.0,575.609756097561
9719.0,575.609756097561
9776.0,556.0975609756098
9898.0,1190.2439024390244
9951.0,517.0731707317074
10004.0,517.0731707317074
10062.0,565.8536585365854
10123.0,595.1219512195122
10185.0,604.8780487804878
10247.0,604.8780487804878
10309.0,604.8780487804878
10369.0,585.3658536585366
10430.0,595.1219512195122
10492.0,604.8780487804878
10548.0,546.3414634146342
10606.0,565.8536585365854
10664.0,565.8536585365854
10723.0,575.609756097561
10787.0,624.390243902439
10859.0,702.439024390244
11015.0,1521.9512195121952
11097.0,800.0
11173.0,741.4634146341464
11241.0,663.4146341463414
11311.0,682.9268292682926
11381.0,682.9268292682926
11453.0,702.439024390244
11525.0,702.439024390244
11595.0,682.9268292682926
11668.0,712.1951219512196
11739.0,692.6829268292682
