RRI_inf,PPI_pix
703.125,712.1951219512196
691.40625,682.9268292682926
675.78125,692.6829268292682
675.78125,653.6585365853658
691.40625,702.439024390244
679.6875,682.9268292682926
664.0625,663.4146341463414
656.25,663.4146341463414
640.625,624.390243902439
640.625,643.9024390243902
640.625,643.9024390243902
632.8125,634.1463414634146
621.09375,624.390243902439
621.09375,624.390243902439
648.4375,643.9024390243902
652.34375,634.1463414634146
671.875,692.6829268292682
656.25,663.4146341463414
667.96875,663.4146341463414
679.6875,682.9268292682926
699.21875,702.439024390244
699.21875,692.6829268292682
695.3125,702.439024390244
683.59375,692.6829268292682
675.78125,663.4146341463414
667.96875,673.170731707317
652.34375,673.170731707317
636.71875,595.1219512195122
628.90625,643.9024390243902
617.1875,624.390243902439
597.65625,1190.2439024390244
597.65625,1043.9024390243903
601.5625,751.219512195122
601.5625,595.1219512195122
593.75,1190.2439024390244
585.9375,673.170731707317
593.75,682.9268292682926
609.375,770.7317073170732
648.4375,790.2439024390244
710.9375,595.1219512195122
761.71875,809.7560975609756
765.625,643.9024390243902
746.09375,692.6829268292682
671.875,643.9024390243902
648.4375,712.1951219512196
656.25,682.9268292682926
671.875,721.9512195121952
699.21875,692.6829268292682
699.21875,663.4146341463414
699.21875,692.6829268292682
695.3125,634.1463414634146
675.78125,624.390243902439
671.875,643.9024390243902
644.53125,643.9024390243902
628.90625,653.6585365853658
636.71875,634.1463414634146
648.4375,653.6585365853658
652.34375,634.1463414634146
644.53125,643.9024390243902
644.53125,614.6341463414634
640.625,624.390243902439
636.71875,624.390243902439
621.09375,624.390243902439
613.28125,682.9268292682926
617.1875,712.1951219512196
644.53125,702.439024390244
675.78125,692.6829268292682
707.03125,692.6829268292682
710.9375,702.439024390244
679.6875,702.439024390244
687.5,692.6829268292682
703.125,663.4146341463414
710.9375,1239.0243902439024
691.40625,624.390243902439
652.34375,614.6341463414634
636.71875,663.4146341463414
613.28125,1121.9512195121952
597.65625,868.2926829268292
640.625,1648.780487804878
648.4375,2292.682926829268
648.4375,1239.0243902439024
644.53125,2400.0
628.90625,682.9268292682926
632.8125,692.6829268292682
648.4375,663.4146341463414
667.96875,673.170731707317
675.78125,624.390243902439
675.78125,1014.6341463414634
652.34375,907.3170731707318
632.8125,858.5365853658536
617.1875,712.1951219512196
609.375,712.1951219512196
605.46875,702.439024390244
609.375,721.9512195121952
625.0,731.7073170731708
656.25,760.9756097560976
691.40625,770.7317073170732
664.0625,731.7073170731708
671.875,721.9512195121952
671.875,712.1951219512196
687.5,682.9268292682926
683.59375,673.170731707317
695.3125,663.4146341463414
691.40625,682.9268292682926
710.9375,702.439024390244
707.03125,741.4634146341464
710.9375,731.7073170731708
718.75,741.4634146341464
742.1875,731.7073170731708
757.8125,712.1951219512196
757.8125,712.1951219512196
734.375,702.439024390244
722.65625,682.9268292682926
714.84375,653.6585365853658
679.6875,634.1463414634146
656.25,634.1463414634146
675.78125,643.9024390243902
687.5,634.1463414634146
714.84375,604.8780487804878
734.375,595.1219512195122
738.28125,624.390243902439
734.375,624.390243902439
722.65625,653.6585365853658
718.75,614.6341463414634
707.03125,634.1463414634146
707.03125,604.8780487804878
675.78125,604.8780487804878
648.4375,663.4146341463414
636.71875,673.170731707317
648.4375,712.1951219512196
640.625,673.170731707317
625.0,673.170731707317
601.5625,663.4146341463414
605.46875,614.6341463414634
625.0,624.390243902439
632.8125,634.1463414634146
628.90625,653.6585365853658
625.0,682.9268292682926
617.1875,643.9024390243902
613.28125,643.9024390243902
625.0,624.390243902439
644.53125,595.1219512195122
671.875,624.390243902439
699.21875,643.9024390243902
683.59375,663.4146341463414
664.0625,673.170731707317
652.34375,663.4146341463414
628.90625,682.9268292682926
625.0,604.8780487804878
640.625,634.1463414634146
648.4375,643.9024390243902
664.0625,643.9024390243902
656.25,673.170731707317
